Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,TicketData
0,3,Miss,female,,0,2,7.75,,Q,364848.0
0,2,Mr,male,37.0,1,0,26.0,,S,29037.0
0,3,Mr,male,36.0,1,1,24.15,,S,345773.0
1,2,Miss,female,,0,0,33.0,,S,248727.0
0,3,Mr,male,49.0,0,0,0.0,,S,
0,3,Mr,male,,0,0,7.225,,C,2664.0
1,1,Sir,male,49.0,1,0,56.9292,A20,C,17485.0
1,2,Mrs,female,24.0,2,1,27.0,,S,243847.0
0,3,Mr,male,,0,0,7.8958,,S,349214.0
0,1,Mr,male,,0,0,42.4,,S,113796.0
0,3,Mr,male,44.0,0,0,8.05,,S,364511.0
1,1,Mr,male,35.0,0,0,26.55,,C,111426.0
0,3,Mr,male,36.0,1,0,15.55,,S,349910.0
0,3,Mr,male,30.0,0,0,7.8958,,S,349246.0
1,1,Mr,male,27.0,0,0,30.5,,S,113804.0
1,2,Mrs,female,22.0,1,2,41.5792,,C,2123.0
1,1,Miss,female,40.0,0,0,153.4625,C125,S,17582.0
0,3,Mrs,female,39.0,1,5,31.275,,S,347082.0
0,3,Mr,male,,0,0,7.05,,S,3101305.0
1,3,Miss,female,,1,0,15.5,,Q,367230.0
0,3,Mr,male,,0,0,7.75,,Q,370377.0
0,3,Mr,male,35.0,0,0,8.05,,S,364512.0
1,2,Miss,female,24.0,1,2,65.0,,S,220845.0
0,3,Mr,male,34.0,1,1,14.4,,S,347080.0
0,3,Mrs,female,26.0,1,0,16.1,,S,3336.0
1,2,Miss,female,4.0,2,1,39.0,F4,S,230136.0
0,2,Mr,male,26.0,0,0,10.5,,S,31028.0
0,3,Mr,male,27.0,1,0,14.4542,,C,2659.0
1,1,Mr,male,42.0,1,0,52.5542,D19,S,11753.0
1,3,Mr,male,20.0,1,1,15.7417,,C,2653.0
0,3,Mr,male,21.0,0,0,7.8542,,S,350029.0
0,3,Mr,male,21.0,0,0,16.1,,S,54636.0
0,1,Mr,male,61.0,0,0,32.3208,D50,S,36963.0
0,2,Rev,male,57.0,0,0,12.35,,Q,219533.0
1,1,Miss,female,21.0,0,0,77.9583,D9,S,13502.0
0,3,Mr,male,26.0,0,0,7.8958,,S,349224.0
0,3,Mr,male,,0,0,7.7333,,Q,334912.0
1,1,Mr,male,80.0,0,0,30.0,A23,S,27042.0
0,3,Mr,male,51.0,0,0,7.0542,,S,347743.0
1,1,Dr,male,32.0,0,0,30.5,B50,C,13214.0
0,1,Mr,male,,0,0,0.0,,S,112052.0
0,3,Miss,female,9.0,3,2,27.9,,S,347088.0
1,2,Miss,female,28.0,0,0,13.0,,S,237668.0
0,3,Mr,male,32.0,0,0,7.925,,S,3101292.0
0,2,Mr,male,31.0,1,1,26.25,,S,31921.0
0,3,Mrs,female,41.0,0,5,39.6875,,S,3101295.0
0,3,Mr,male,,1,0,16.1,,S,376564.0
0,3,Mr,male,20.0,0,0,7.8542,,S,350050.0
1,1,Mlle,female,24.0,0,0,69.3,B35,C,17477.0
0,3,Miss,female,2.0,3,2,27.9,,S,347088.0
1,3,Mr,male,,0,0,56.4958,,S,1601.0
1,3,Miss,female,0.75,2,1,19.2583,,C,2666.0
1,1,Mr,male,48.0,1,0,76.7292,D33,C,17572.0
0,3,Mr,male,19.0,0,0,7.8958,,S,349231.0
1,1,Col,male,56.0,0,0,35.5,A26,C,13213.0
0,3,Mr,male,,0,0,7.55,,S,751.0
1,3,Miss,female,23.0,0,0,7.55,,S,2314.0
0,3,Mr,male,,0,0,7.8958,,S,349221.0
1,2,Miss,female,18.0,0,1,23.0,,S,231919.0
0,3,Mr,male,21.0,0,0,8.4333,,S,8475.0
1,3,Miss,female,,0,0,7.8292,,Q,330919.0
0,3,Miss,female,18.0,0,0,6.75,,Q,365226.0
0,2,Mr,male,24.0,2,0,73.5,,S,14879.0
0,3,Mr,male,,0,0,7.8958,,S,349223.0
0,3,Mrs,female,32.0,1,1,15.5,,Q,364849.0
0,2,Mr,male,23.0,0,0,13.0,,S,29751.0
0,1,Mr,male,58.0,0,2,113.275,D48,C,35273.0
1,1,Dr,male,50.0,2,0,133.65,,S,17611.0
0,3,Mr,male,40.0,0,0,7.225,,C,2623.0
0,1,Mr,male,47.0,0,0,25.5875,E58,S,5727.0
0,3,Mr,male,36.0,0,0,7.4958,,S,349210.0
1,3,Mr,male,20.0,1,0,7.925,,S,3101285.0
0,2,Mr,male,32.0,2,0,73.5,,S,14879.0
0,2,Mr,male,25.0,0,0,13.0,,S,234686.0
0,3,Mr,male,,0,0,7.775,,S,312993.0
0,3,Mr,male,43.0,0,0,8.05,,S,3536.0
1,1,Mrs,female,,1,0,52.0,C126,S,19996.0
1,2,Mrs,female,40.0,1,1,39.0,,S,29750.0
0,1,Mr,male,31.0,1,0,52.0,B71,S,12750.0
0,2,Mr,male,70.0,0,0,10.5,,S,24580.0
1,2,Mr,male,31.0,0,0,13.0,,S,244270.0
0,2,Mr,male,,0,0,0.0,,S,239856.0
0,3,Mr,male,18.0,0,0,7.775,,S,349912.0
0,3,Mr,male,24.5,0,0,8.05,,S,342826.0
1,3,Miss,female,18.0,0,0,9.8417,,S,4138.0
0,3,Mrs,female,43.0,1,6,46.9,,S,2144.0
1,1,Mr,male,36.0,0,1,512.3292,B51 B53 B55,C,17755.0
0,3,Miss,female,,0,0,8.1375,,Q,330935.0
1,1,Mr,male,27.0,0,0,76.7292,D49,C,17572.0
0,3,Mr,male,20.0,0,0,9.225,,S,6563.0
0,3,Mr,male,14.0,5,2,46.9,,S,2144.0
0,2,Mr,male,60.0,1,1,39.0,,S,29750.0
0,2,Mr,male,25.0,1,2,41.5792,,C,2123.0
0,3,Mr,male,14.0,4,1,39.6875,,S,3101295.0
0,3,Mr,male,19.0,0,0,10.1708,,S,349228.0
0,3,Mr,male,18.0,0,0,7.7958,,S,350036.0
1,1,Miss,female,15.0,0,1,211.3375,B5,S,24160.0
1,1,Mr,male,31.0,1,0,57.0,B20,S,17474.0
1,3,Miss,female,4.0,0,1,13.4167,,C,349256.0
1,3,Mr,male,,0,0,56.4958,,S,1601.0
0,3,Mr,male,25.0,0,0,7.225,,C,2672.0
0,1,Col,male,60.0,0,0,26.55,,S,113800.0
0,2,Mr,male,52.0,0,0,13.5,,S,248731.0
0,3,Mr,male,44.0,0,0,8.05,,S,363592.0
1,3,Miss,female,,0,0,7.7333,,Q,35852.0
0,1,Mr,male,49.0,1,1,110.8833,C68,C,17421.0
0,3,Mr,male,42.0,0,0,7.65,F G63,S,348121.0
1,1,Mrs,female,18.0,1,0,227.525,C62 C64,C,17757.0
1,1,Mr,male,35.0,0,0,26.2875,E24,S,17475.0
0,3,Miss,female,18.0,0,1,14.4542,,C,2691.0
0,3,Mr,male,25.0,0,0,7.7417,,Q,36864.0
0,3,Mr,male,26.0,1,0,7.8542,,S,350025.0
0,2,Mr,male,39.0,0,0,26.0,,S,250655.0
1,2,Mrs,female,45.0,0,0,13.5,,S,223596.0
1,1,Mr,male,42.0,0,0,26.2875,E24,S,17476.0
1,1,Miss,female,22.0,0,0,151.55,,S,113781.0
1,3,Master,male,,1,1,15.2458,,C,2661.0
1,1,Mlle,female,24.0,0,0,49.5042,C90,C,17482.0
0,1,Mr,male,,0,0,26.55,C124,S,113028.0
1,1,Mr,male,48.0,1,0,52.0,C126,S,19996.0
0,3,Mr,male,29.0,0,0,9.4833,,S,7545.0
0,2,Mr,male,52.0,0,0,13.0,,S,250647.0
0,3,Mr,male,19.0,0,0,7.65,F G73,S,348124.0
1,1,Miss,female,38.0,0,0,227.525,C45,C,17757.0
1,2,Miss,female,27.0,0,0,10.5,E101,S,34218.0
0,3,Mr,male,,0,0,15.5,,Q,36568.0
0,3,Mr,male,33.0,0,0,7.775,,S,347062.0
1,2,Miss,female,6.0,0,1,33.0,,S,248727.0
0,3,Mr,male,17.0,1,0,7.0542,,S,350048.0
0,2,Mr,male,34.0,0,0,13.0,,S,12233.0
0,2,Mr,male,50.0,0,0,13.0,,S,250643.0
1,1,Mr,male,27.0,1,0,53.1,E8,S,113806.0
0,3,Mr,male,20.0,0,0,8.6625,,S,315094.0
1,2,Mrs,female,30.0,3,0,21.0,,S,31027.0
1,3,Miss,female,,0,0,7.7375,,Q,36866.0
0,2,Mr,male,25.0,1,0,26.0,,S,236853.0
0,3,Miss,female,25.0,1,0,7.925,,S,3101271.0
1,1,Miss,female,29.0,0,0,211.3375,B5,S,24160.0
0,3,Mr,male,11.0,0,0,18.7875,,C,2699.0
0,2,Mr,male,,0,0,0.0,,S,239855.0
0,2,Mr,male,23.0,0,0,13.0,,S,28425.0
0,2,Mr,male,23.0,0,0,13.0,,S,233639.0
0,3,Mr,male,28.5,0,0,16.1,,S,54636.0
0,3,Mrs,female,48.0,1,3,34.375,,S,6608.0
1,1,Mr,male,35.0,0,0,512.3292,B101,C,17755.0
0,3,Mr,male,,0,0,7.8958,,S,349201.0
0,3,Mr,male,,0,0,7.8958,,S,349218.0
1,1,Mr,male,,0,0,30.0,D45,S,16988.0
0,1,Mr,male,36.0,1,0,78.85,C46,S,19877.0
1,1,Miss,female,21.0,2,2,262.375,B57 B59 B63 B66,C,17608.0
0,3,Mr,male,24.0,1,0,16.1,,S,376566.0
1,3,Mr,male,31.0,0,0,7.925,,S,3101288.0
0,1,Capt,male,70.0,1,1,71.0,B22,S,5735.0
0,3,Mr,male,16.0,1,1,20.25,,S,2673.0
1,2,Miss,female,30.0,0,0,13.0,,S,250648.0
0,1,Mr,male,19.0,1,0,53.1,D30,S,113773.0
0,3,Mr,male,31.0,0,0,7.75,,Q,335097.0
1,2,Miss,female,4.0,1,1,23.0,,S,29103.0
1,3,Master,male,6.0,0,1,12.475,E121,S,392096.0
0,3,Mr,male,33.0,0,0,9.5,,S,345780.0
0,3,Mr,male,23.0,0,0,7.8958,,S,349204.0
1,2,Mrs,female,48.0,1,2,65.0,,S,220845.0
1,2,Master,male,0.67,1,1,14.5,,S,250649.0
0,3,Mr,male,28.0,0,0,7.7958,,S,350042.0
0,2,Mr,male,18.0,0,0,11.5,,S,29108.0
0,3,Mr,male,34.0,0,0,8.05,,S,363294.0
1,1,the Countess,female,33.0,0,0,86.5,B77,S,110152.0
0,3,Mr,male,,0,0,14.5,,S,358585.0
0,3,Mr,male,41.0,0,0,7.125,,S,3101272.0
1,3,Mr,male,20.0,0,0,7.2292,,C,2663.0
1,1,Mrs,female,36.0,1,2,120.0,B96 B98,S,113760.0
0,3,Mr,male,16.0,0,0,7.775,,S,347074.0
1,1,Mrs,female,51.0,1,0,77.9583,D11,S,13502.0
0,1,Dr,male,,0,0,39.6,,C,112379.0
0,3,Miss,female,30.5,0,0,7.75,,Q,364850.0
0,3,Mr,male,,1,0,24.15,,Q,371110.0
0,3,Mr,male,32.0,0,0,8.3625,,S,8471.0
0,3,Mr,male,24.0,0,0,9.5,,S,345781.0
0,3,Mr,male,48.0,0,0,7.8542,,S,350047.0
0,2,Mrs,female,57.0,0,0,10.5,E77,S,3.0
0,3,Mr,male,,0,0,7.225,,C,2674.0
1,2,Mrs,female,54.0,1,3,23.0,,S,29105.0
0,3,Mr,male,18.0,0,0,7.75,,S,347078.0
0,3,Mr,male,,0,0,7.75,F38,Q,383121.0
1,3,Miss,female,5.0,0,0,12.475,,S,364516.0
0,3,Mr,male,,0,0,7.7375,,Q,36865.0
1,1,Mrs,female,43.0,0,1,211.3375,B3,S,24160.0
1,3,Miss,female,13.0,0,0,7.2292,,C,2687.0
1,1,Mrs,female,17.0,1,0,57.0,B20,S,17474.0
0,1,Mr,male,29.0,0,0,30.0,D6,S,113501.0
0,3,Mr,male,,1,2,23.45,,S,6607.0
0,3,Mr,male,25.0,0,0,7.05,,S,3101312.0
0,3,Mr,male,25.0,0,0,7.25,,S,374887.0
1,3,Miss,female,18.0,0,0,7.4958,,S,3101265.0
0,3,Master,male,8.0,4,1,29.125,,Q,382652.0
1,3,Master,male,1.0,1,2,20.575,,S,2315.0
0,1,Mr,male,46.0,0,0,79.2,B82 B84,C,17593.0
0,3,Mr,male,,0,0,7.75,,Q,12460.0
0,2,Mr,male,16.0,0,0,26.0,,S,239865.0
0,3,Miss,female,,8,2,69.55,,S,2343.0
0,1,Mr,male,,0,0,30.6958,,C,17600.0
0,3,Mr,male,25.0,0,0,7.8958,,S,349203.0
0,2,Mr,male,39.0,0,0,13.0,,S,28213.0
1,1,Dr,female,49.0,0,0,25.9292,D17,S,17465.0
1,3,Mrs,female,31.0,0,0,8.6833,,S,349244.0
0,3,Mr,male,30.0,0,0,7.2292,,C,2685.0
0,3,Mrs,female,30.0,1,1,24.15,,S,345773.0
0,2,Mr,male,34.0,0,0,13.0,,S,250647.0
1,2,Mrs,female,31.0,1,1,26.25,,S,31921.0
1,1,Master,male,11.0,1,2,120.0,B96 B98,S,113760.0
1,3,Master,male,0.42,0,1,8.5167,,C,2625.0
1,3,Mr,male,27.0,0,0,6.975,,S,347089.0
0,3,Mr,male,31.0,0,0,7.775,,S,347063.0
0,1,Mr,male,39.0,0,0,0.0,A36,S,112050.0
0,3,Miss,female,18.0,0,0,7.775,,S,347087.0
0,2,Mr,male,39.0,0,0,13.0,,S,248723.0
1,1,Mrs,female,33.0,1,0,53.1,E8,S,113806.0
0,3,Mr,male,26.0,0,0,7.8875,,S,3474.0
0,3,Mr,male,39.0,0,0,24.15,,S,48871.0
0,2,Mr,male,35.0,0,0,10.5,,S,28206.0
0,3,Miss,female,6.0,4,2,31.275,,S,347082.0
0,3,Mr,male,30.5,0,0,8.05,,S,364499.0
0,1,Mr,male,,0,0,0.0,B102,S,112058.0
0,3,Miss,female,23.0,0,0,7.925,,S,3101290.0
0,2,Mr,male,31.0,1,1,37.0042,,C,2079.0
0,3,Mr,male,43.0,0,0,6.45,,S,7075.0
0,3,Master,male,10.0,3,2,27.9,,S,347088.0
1,1,Mrs,female,52.0,1,1,93.5,B69,S,12749.0
1,3,Mr,male,27.0,0,0,8.6625,,S,315098.0
0,1,Jonkheer,male,38.0,0,0,0.0,,S,19972.0
1,3,Mrs,female,27.0,0,1,12.475,E121,S,392096.0
0,3,Master,male,2.0,4,1,39.6875,,S,3101295.0
0,3,Mr,male,,0,0,6.95,,Q,368323.0
0,3,Mr,male,,0,0,56.4958,,S,1601.0
1,2,Master,male,1.0,0,2,37.0042,,C,2079.0
1,3,Mr,male,,0,0,7.75,,Q,367228.0
1,1,Mrs,female,62.0,0,0,80.0,B28,,113572.0
1,3,Mrs,female,15.0,1,0,14.4542,,C,2659.0
1,2,Master,male,0.83,1,1,18.75,,S,29106.0
0,3,Mr,male,,0,0,7.2292,,C,2671.0
0,3,Mr,male,23.0,0,0,7.8542,,S,347468.0
0,3,Mr,male,18.0,0,0,8.3,,S,2223.0
1,1,Miss,female,39.0,1,1,83.1583,E49,C,17756.0
0,3,Mr,male,21.0,0,0,8.6625,,S,315097.0
0,3,Mr,male,,0,0,8.05,,S,392092.0
1,3,Mr,male,32.0,0,0,56.4958,,S,1601.0
1,1,Mr,male,,0,0,29.7,C47,C,11774.0
0,3,Mr,male,20.0,0,0,7.925,,S,3101287.0
0,2,Mr,male,16.0,0,0,10.5,,S,3.0
1,1,Miss,female,30.0,0,0,31.0,,C,113798.0
0,3,Mr,male,34.5,0,0,6.4375,,C,2683.0
0,3,Mr,male,17.0,0,0,8.6625,,S,315090.0
0,3,Mr,male,42.0,0,0,7.55,,S,5547.0
0,3,Mr,male,,8,2,69.55,,S,2343.0
0,3,Mr,male,35.0,0,0,7.8958,,C,349213.0
0,2,Rev,male,28.0,0,1,33.0,,S,248727.0
1,1,Mrs,female,,1,0,89.1042,C92,C,17453.0
0,3,Master,male,4.0,4,2,31.275,,S,347082.0
0,3,Mr,male,74.0,0,0,7.775,,S,347060.0
0,3,Miss,female,9.0,1,1,15.2458,,C,2678.0
1,1,Miss,female,16.0,0,1,39.4,D28,S,17592.0
0,2,Mrs,female,44.0,1,0,26.0,,S,244252.0
1,3,Mrs,female,18.0,0,1,9.35,,S,392091.0
1,1,Mrs,female,45.0,1,1,164.8667,,S,36928.0
1,1,Mr,male,51.0,0,0,26.55,E17,S,113055.0
1,3,Mrs,female,24.0,0,3,19.2583,,C,2666.0
0,3,Mr,male,,0,0,7.2292,,C,2629.0
0,3,Mr,male,41.0,2,0,14.1083,,S,350026.0
0,2,Mr,male,21.0,1,0,11.5,,S,28134.0
1,1,Mrs,female,48.0,0,0,25.9292,D17,S,17466.0
0,3,Miss,female,,8,2,69.55,,S,2343.0
0,2,Mr,male,24.0,0,0,13.0,,S,233866.0
1,2,Mrs,female,42.0,0,0,13.0,,S,236852.0
1,2,Miss,female,27.0,1,0,13.8583,,C,2149.0
0,1,Mr,male,31.0,0,0,50.4958,A24,S,17590.0
0,3,Mr,male,,0,0,9.5,,S,345777.0
1,3,Master,male,4.0,1,1,11.1333,,S,347742.0
0,3,Mr,male,26.0,0,0,7.8958,,S,349248.0
1,1,Mrs,female,47.0,1,1,52.5542,D35,S,11751.0
0,1,Mr,male,33.0,0,0,5.0,B51 B53 B55,S,695.0
0,3,Mr,male,47.0,0,0,9.0,,S,345765.0
1,2,Mrs,female,28.0,1,0,24.0,,C,3381.0
1,3,Miss,female,15.0,0,0,7.225,,C,2667.0
0,3,Mr,male,20.0,0,0,9.8458,,S,7534.0
0,3,Mr,male,19.0,0,0,7.8958,,S,349212.0
0,3,Mr,male,,0,0,7.8958,,S,349217.0
1,1,Mrs,female,56.0,0,1,83.1583,C50,C,11767.0
1,2,Mrs,female,25.0,0,1,26.0,,S,230433.0
0,3,Mr,male,33.0,0,0,7.8958,,S,349257.0
0,3,Miss,female,22.0,0,0,10.5167,,S,7552.0
0,2,Mr,male,28.0,0,0,10.5,,S,34068.0
0,3,Mr,male,25.0,0,0,7.05,,S,392076.0
0,3,Mrs,female,39.0,0,5,29.125,,Q,382652.0
0,2,Rev,male,27.0,0,0,13.0,,S,211536.0
1,1,Miss,female,19.0,0,0,30.0,B42,S,112053.0
0,3,Miss,female,,1,2,23.45,,S,6607.0
1,1,Mr,male,26.0,0,0,30.0,C148,C,111369.0
0,3,Mr,male,32.0,0,0,7.75,,Q,370376.0
